timestamp,query,mode,source,similarity,snippet,answer
2025-09-04T00:27:29.931391,What is anxiety?,retriever+LLM,medlineplus_anxiety.md,0.8187,"What is anxiety? Anxiety is a feeling of fear, dread, and uneasiness. It might cause you to sweat, feel restless and tense, and have a rapid heartbeat.   It can be a normal reaction to stress. For exa","[English] Anxiety is that feeling of fear or unease that can sometimes creep up on us. It might make your heart race, cause you to sweat, or leave you feeling restless. It's totally normal to feel anx"
2025-09-04T00:27:29.933031,What is anxiety?,retriever+LLM,medlineplus_anxiety.md,0.7716,"What are the types of anxiety disorders? There are several types of anxiety disorders, including: Generalized anxiety disorder (GAD). People with GAD worry about ordinary issues such as health, money,","[English] Anxiety is that feeling of fear or unease that can sometimes creep up on us. It might make your heart race, cause you to sweat, or leave you feeling restless. It's totally normal to feel anx"
2025-09-04T00:27:29.933031,What is anxiety?,retriever+LLM,medlineplus_anxiety.md,0.7658,"The cause of anxiety is unknown. Factors such as genetics, brain biology and chemistry, stress , and your environment may play a role. Who is at risk for anxiety disorders? The risk factors for the di","[English] Anxiety is that feeling of fear or unease that can sometimes creep up on us. It might make your heart race, cause you to sweat, or leave you feeling restless. It's totally normal to feel anx"
2025-09-04T00:28:10.168245,Depression ki alamat kya hain?,retriever+LLM,medlineplus_depression.md,0.8228,Teens may act out or have excessive sleepiness. The symptoms for an older adult may not be as obvious as other age groups. Sex. Men often show symptoms and coping behaviors differently than women. Rat,"[English] Depression can show up in different ways, and it’s not just about feeling sad. You might notice changes in your sleep, like sleeping too much or not enough, or you could feel really tired al"
2025-09-04T00:28:10.168245,Depression ki alamat kya hain?,retriever+LLM,who_depression.md,0.8106,"In high-income countries, only about one third of people with depression receive mental health treatment (3) . Barriers to effective care include a lack of investment in mental health care, lack of tr","[English] Depression can show up in different ways, and it’s not just about feeling sad. You might notice changes in your sleep, like sleeping too much or not enough, or you could feel really tired al"
2025-09-04T00:28:10.168245,Depression ki alamat kya hain?,retriever+LLM,medlineplus_depression.md,0.8047,"What is depression? Depression is more than a feeling of being sad or irritable for a few days. It's a serious mood disorder . As one of the most common mental disorders in the United States, depressi","[English] Depression can show up in different ways, and it’s not just about feeling sad. You might notice changes in your sleep, like sleeping too much or not enough, or you could feel really tired al"
2025-09-04T00:47:44.974653,What is anxiety?,retriever+LLM,medlineplus_anxiety.md,0.8187,"What is anxiety? Anxiety is a feeling of fear, dread, and uneasiness. It might cause you to sweat, feel restless and tense, and have a rapid heartbeat.   It can be a normal reaction to stress. For exa","[English]   Anxiety is a feeling of fear and uneasiness that many people experience. It can make you feel restless, sweaty, and even cause your heart to race. Sometimes, it’s a normal response to stre"
2025-09-04T00:47:44.974653,What is anxiety?,retriever+LLM,medlineplus_anxiety.md,0.7716,"What are the types of anxiety disorders? There are several types of anxiety disorders, including: Generalized anxiety disorder (GAD). People with GAD worry about ordinary issues such as health, money,","[English]   Anxiety is a feeling of fear and uneasiness that many people experience. It can make you feel restless, sweaty, and even cause your heart to race. Sometimes, it’s a normal response to stre"
2025-09-04T00:47:44.974653,What is anxiety?,retriever+LLM,medlineplus_anxiety.md,0.7658,"The cause of anxiety is unknown. Factors such as genetics, brain biology and chemistry, stress , and your environment may play a role. Who is at risk for anxiety disorders? The risk factors for the di","[English]   Anxiety is a feeling of fear and uneasiness that many people experience. It can make you feel restless, sweaty, and even cause your heart to race. Sometimes, it’s a normal response to stre"
2025-09-04T00:48:39.429433,Depression ki alamat kya hain?,retriever+LLM,medlineplus_depression.md,0.8228,Teens may act out or have excessive sleepiness. The symptoms for an older adult may not be as obvious as other age groups. Sex. Men often show symptoms and coping behaviors differently than women. Rat,"[English]   Depression can show up in different ways. You might feel sad or irritable for a long time, not just a few days. Some people may feel tired all the time or lose interest in things they used"
2025-09-04T00:48:39.429433,Depression ki alamat kya hain?,retriever+LLM,who_depression.md,0.8106,"In high-income countries, only about one third of people with depression receive mental health treatment (3) . Barriers to effective care include a lack of investment in mental health care, lack of tr","[English]   Depression can show up in different ways. You might feel sad or irritable for a long time, not just a few days. Some people may feel tired all the time or lose interest in things they used"
2025-09-04T00:48:39.429433,Depression ki alamat kya hain?,retriever+LLM,medlineplus_depression.md,0.8047,"What is depression? Depression is more than a feeling of being sad or irritable for a few days. It's a serious mood disorder . As one of the most common mental disorders in the United States, depressi","[English]   Depression can show up in different ways. You might feel sad or irritable for a long time, not just a few days. Some people may feel tired all the time or lose interest in things they used"
2025-09-04T00:56:17.876899,What is anxiety?,retriever+LLM,medlineplus_anxiety.md,0.8187,"What is anxiety? Anxiety is a feeling of fear, dread, and uneasiness. It might cause you to sweat, feel restless and tense, and have a rapid heartbeat.   It can be a normal reaction to stress. For exa","[English]   Anxiety is a feeling of fear and uneasiness. It can make you feel restless, sweaty, and even cause your heart to race. It's a normal response to stress, like when you're facing a tough sit"
2025-09-04T00:56:17.876899,What is anxiety?,retriever+LLM,medlineplus_anxiety.md,0.7716,"What are the types of anxiety disorders? There are several types of anxiety disorders, including: Generalized anxiety disorder (GAD). People with GAD worry about ordinary issues such as health, money,","[English]   Anxiety is a feeling of fear and uneasiness. It can make you feel restless, sweaty, and even cause your heart to race. It's a normal response to stress, like when you're facing a tough sit"
2025-09-04T00:56:17.876899,What is anxiety?,retriever+LLM,medlineplus_anxiety.md,0.7658,"The cause of anxiety is unknown. Factors such as genetics, brain biology and chemistry, stress , and your environment may play a role. Who is at risk for anxiety disorders? The risk factors for the di","[English]   Anxiety is a feeling of fear and uneasiness. It can make you feel restless, sweaty, and even cause your heart to race. It's a normal response to stress, like when you're facing a tough sit"
2025-09-04T00:57:08.586406,Depression ki alamat kya hain?,retriever+LLM,medlineplus_depression.md,0.8227,Teens may act out or have excessive sleepiness. The symptoms for an older adult may not be as obvious as other age groups. Sex. Men often show symptoms and coping behaviors differently than women. Rat,"[English]   Depression can show up in different ways. You might feel sad or irritable for a long time, not just a few days. Some people may feel tired all the time or lose interest in things they used"
2025-09-04T00:57:08.586406,Depression ki alamat kya hain?,retriever+LLM,who_depression.md,0.8105,"In high-income countries, only about one third of people with depression receive mental health treatment (3) . Barriers to effective care include a lack of investment in mental health care, lack of tr","[English]   Depression can show up in different ways. You might feel sad or irritable for a long time, not just a few days. Some people may feel tired all the time or lose interest in things they used"
2025-09-04T00:57:08.586406,Depression ki alamat kya hain?,retriever+LLM,medlineplus_depression.md,0.8046,"What is depression? Depression is more than a feeling of being sad or irritable for a few days. It's a serious mood disorder . As one of the most common mental disorders in the United States, depressi","[English]   Depression can show up in different ways. You might feel sad or irritable for a long time, not just a few days. Some people may feel tired all the time or lose interest in things they used"
2025-09-04T01:04:11.749991,What is anxiety?,retriever+LLM,medlineplus_anxiety.md,0.8187,"What is anxiety? Anxiety is a feeling of fear, dread, and uneasiness. It might cause you to sweat, feel restless and tense, and have a rapid heartbeat.   It can be a normal reaction to stress. For exa","[English]   Anxiety is a feeling of fear and uneasiness. It can make you feel restless, sweaty, and even cause your heart to race. It's a normal response to stress, like when you're facing a tough sit"
2025-09-04T01:04:11.749991,What is anxiety?,retriever+LLM,medlineplus_anxiety.md,0.7716,"What are the types of anxiety disorders? There are several types of anxiety disorders, including: Generalized anxiety disorder (GAD). People with GAD worry about ordinary issues such as health, money,","[English]   Anxiety is a feeling of fear and uneasiness. It can make you feel restless, sweaty, and even cause your heart to race. It's a normal response to stress, like when you're facing a tough sit"
2025-09-04T01:04:11.749991,What is anxiety?,retriever+LLM,medlineplus_anxiety.md,0.7658,"The cause of anxiety is unknown. Factors such as genetics, brain biology and chemistry, stress , and your environment may play a role. Who is at risk for anxiety disorders? The risk factors for the di","[English]   Anxiety is a feeling of fear and uneasiness. It can make you feel restless, sweaty, and even cause your heart to race. It's a normal response to stress, like when you're facing a tough sit"
2025-09-04T01:05:30.273957,Depression ki alamat kya hain?,retriever+LLM,medlineplus_depression.md,0.8227,Teens may act out or have excessive sleepiness. The symptoms for an older adult may not be as obvious as other age groups. Sex. Men often show symptoms and coping behaviors differently than women. Rat,"[English]   Depression can show up in different ways. You might feel sad or irritable for a long time, not just a few days. Some people may feel tired all the time or lose interest in things they used"
2025-09-04T01:05:30.273957,Depression ki alamat kya hain?,retriever+LLM,who_depression.md,0.8105,"In high-income countries, only about one third of people with depression receive mental health treatment (3) . Barriers to effective care include a lack of investment in mental health care, lack of tr","[English]   Depression can show up in different ways. You might feel sad or irritable for a long time, not just a few days. Some people may feel tired all the time or lose interest in things they used"
2025-09-04T01:05:30.273957,Depression ki alamat kya hain?,retriever+LLM,medlineplus_depression.md,0.8046,"What is depression? Depression is more than a feeling of being sad or irritable for a few days. It's a serious mood disorder . As one of the most common mental disorders in the United States, depressi","[English]   Depression can show up in different ways. You might feel sad or irritable for a long time, not just a few days. Some people may feel tired all the time or lose interest in things they used"
2025-09-04T01:22:54.982073,What is anxiety?,retriever+LLM,medlineplus_anxiety.md,0.8187,"What is anxiety? Anxiety is a feeling of fear, dread, and uneasiness. It might cause you to sweat, feel restless and tense, and have a rapid heartbeat.   It can be a normal reaction to stress. For exa","[English]   Anxiety is a feeling of fear and uneasiness. It can make you sweat, feel restless, and even cause a racing heartbeat. It's a normal response to stress, like when you're facing a tough situ"
2025-09-04T01:22:54.983753,What is anxiety?,retriever+LLM,medlineplus_anxiety.md,0.7716,"What are the types of anxiety disorders? There are several types of anxiety disorders, including: Generalized anxiety disorder (GAD). People with GAD worry about ordinary issues such as health, money,","[English]   Anxiety is a feeling of fear and uneasiness. It can make you sweat, feel restless, and even cause a racing heartbeat. It's a normal response to stress, like when you're facing a tough situ"
2025-09-04T01:22:54.983753,What is anxiety?,retriever+LLM,medlineplus_anxiety.md,0.7658,"The cause of anxiety is unknown. Factors such as genetics, brain biology and chemistry, stress , and your environment may play a role. Who is at risk for anxiety disorders? The risk factors for the di","[English]   Anxiety is a feeling of fear and uneasiness. It can make you sweat, feel restless, and even cause a racing heartbeat. It's a normal response to stress, like when you're facing a tough situ"
2025-09-04T01:23:55.371142,Depression ki alamat kya hain?,retriever+LLM,medlineplus_depression.md,0.8228,Teens may act out or have excessive sleepiness. The symptoms for an older adult may not be as obvious as other age groups. Sex. Men often show symptoms and coping behaviors differently than women. Rat,"[English]   Depression can show up in different ways. You might feel sad or irritable for a long time, not just a few days. Some people may act out or feel excessively sleepy. It's also common for men"
2025-09-04T01:23:55.371142,Depression ki alamat kya hain?,retriever+LLM,who_depression.md,0.8106,"In high-income countries, only about one third of people with depression receive mental health treatment (3) . Barriers to effective care include a lack of investment in mental health care, lack of tr","[English]   Depression can show up in different ways. You might feel sad or irritable for a long time, not just a few days. Some people may act out or feel excessively sleepy. It's also common for men"
2025-09-04T01:23:55.371142,Depression ki alamat kya hain?,retriever+LLM,medlineplus_depression.md,0.8047,"What is depression? Depression is more than a feeling of being sad or irritable for a few days. It's a serious mood disorder . As one of the most common mental disorders in the United States, depressi","[English]   Depression can show up in different ways. You might feel sad or irritable for a long time, not just a few days. Some people may act out or feel excessively sleepy. It's also common for men"
2025-09-04T01:32:49.368239,What is anxiety?,retriever+LLM,medlineplus_anxiety.md,0.8179,"What is anxiety? Anxiety is a feeling of fear, dread, and uneasiness. It might cause you to sweat, feel restless and tense, and have a rapid heartbeat.   It can be a normal reaction to stress. For exa","[English]   Anxiety is a feeling of fear and uneasiness. It can make you feel restless, sweaty, and even cause your heart to race. It's a normal response to stress, like when you're facing a tough sit"
2025-09-04T01:32:49.368239,What is anxiety?,retriever+LLM,medlineplus_anxiety.md,0.7713,"What are the types of anxiety disorders? There are several types of anxiety disorders, including: Generalized anxiety disorder (GAD). People with GAD worry about ordinary issues such as health, money,","[English]   Anxiety is a feeling of fear and uneasiness. It can make you feel restless, sweaty, and even cause your heart to race. It's a normal response to stress, like when you're facing a tough sit"
2025-09-04T01:32:49.368239,What is anxiety?,retriever+LLM,medlineplus_anxiety.md,0.7658,"The cause of anxiety is unknown. Factors such as genetics, brain biology and chemistry, stress , and your environment may play a role. Who is at risk for anxiety disorders? The risk factors for the di","[English]   Anxiety is a feeling of fear and uneasiness. It can make you feel restless, sweaty, and even cause your heart to race. It's a normal response to stress, like when you're facing a tough sit"
2025-09-04T01:33:49.835349,Depression ki alamat kya hain?,retriever+LLM,medlineplus_depression.md,0.8228,Teens may act out or have excessive sleepiness. The symptoms for an older adult may not be as obvious as other age groups. Sex. Men often show symptoms and coping behaviors differently than women. Rat,"[English]   Depression can show up in different ways. You might feel sad or irritable for a long time, not just a few days. Some people may act out or feel excessively sleepy. It's also common for men"
2025-09-04T01:33:49.835349,Depression ki alamat kya hain?,retriever+LLM,who_depression.md,0.8106,"In high-income countries, only about one third of people with depression receive mental health treatment (3) . Barriers to effective care include a lack of investment in mental health care, lack of tr","[English]   Depression can show up in different ways. You might feel sad or irritable for a long time, not just a few days. Some people may act out or feel excessively sleepy. It's also common for men"
2025-09-04T01:33:49.835349,Depression ki alamat kya hain?,retriever+LLM,medlineplus_depression.md,0.8047,"What is depression? Depression is more than a feeling of being sad or irritable for a few days. It's a serious mood disorder . As one of the most common mental disorders in the United States, depressi","[English]   Depression can show up in different ways. You might feel sad or irritable for a long time, not just a few days. Some people may act out or feel excessively sleepy. It's also common for men"
2025-09-04T01:45:51.090433,What is anxiety?,retriever+LLM,medlineplus_anxiety.md,0.8178,"What is anxiety? Anxiety is a feeling of fear, dread, and uneasiness. It might cause you to sweat, feel restless and tense, and have a rapid heartbeat.   It can be a normal reaction to stress. For exa","[English]   Anxiety is a feeling of fear and uneasiness. It can make you sweat, feel restless, and even cause your heart to race. This reaction is normal, especially when facing stress, like a tough p"
2025-09-04T01:45:51.090433,What is anxiety?,retriever+LLM,medlineplus_anxiety.md,0.7711,"What are the types of anxiety disorders? There are several types of anxiety disorders, including: Generalized anxiety disorder (GAD). People with GAD worry about ordinary issues such as health, money,","[English]   Anxiety is a feeling of fear and uneasiness. It can make you sweat, feel restless, and even cause your heart to race. This reaction is normal, especially when facing stress, like a tough p"
2025-09-04T01:45:51.090433,What is anxiety?,retriever+LLM,medlineplus_anxiety.md,0.7657,"The cause of anxiety is unknown. Factors such as genetics, brain biology and chemistry, stress , and your environment may play a role. Who is at risk for anxiety disorders? The risk factors for the di","[English]   Anxiety is a feeling of fear and uneasiness. It can make you sweat, feel restless, and even cause your heart to race. This reaction is normal, especially when facing stress, like a tough p"
2025-09-04T01:50:44.960403,Depression ki alamat kya hain?,retriever+LLM,medlineplus_depression.md,0.8227,Teens may act out or have excessive sleepiness. The symptoms for an older adult may not be as obvious as other age groups. Sex. Men often show symptoms and coping behaviors differently than women. Rat,"[English]   Depression can show up in different ways. You might feel sad or irritable for a long time, not just a few days. Sometimes, people feel tired all the time or have trouble sleeping. It’s als"
2025-09-04T01:50:44.960403,Depression ki alamat kya hain?,retriever+LLM,who_depression.md,0.8105,"In high-income countries, only about one third of people with depression receive mental health treatment (3) . Barriers to effective care include a lack of investment in mental health care, lack of tr","[English]   Depression can show up in different ways. You might feel sad or irritable for a long time, not just a few days. Sometimes, people feel tired all the time or have trouble sleeping. It’s als"
2025-09-04T01:50:44.960403,Depression ki alamat kya hain?,retriever+LLM,medlineplus_depression.md,0.8046,"What is depression? Depression is more than a feeling of being sad or irritable for a few days. It's a serious mood disorder . As one of the most common mental disorders in the United States, depressi","[English]   Depression can show up in different ways. You might feel sad or irritable for a long time, not just a few days. Sometimes, people feel tired all the time or have trouble sleeping. It’s als"
2025-09-04T02:08:16.066240,What is anxiety?,retriever+LLM,medlineplus_anxiety.md,0.8178,"What is anxiety? Anxiety is a feeling of fear, dread, and uneasiness. It might cause you to sweat, feel restless and tense, and have a rapid heartbeat.   It can be a normal reaction to stress. For exa","[English]   Anxiety is a feeling of fear and unease. It can make you feel restless, sweaty, and your heart might race. This is a normal response to stress, like when you're facing a tough problem at w"
2025-09-04T02:08:16.066240,What is anxiety?,retriever+LLM,medlineplus_anxiety.md,0.7711,"What are the types of anxiety disorders? There are several types of anxiety disorders, including: Generalized anxiety disorder (GAD). People with GAD worry about ordinary issues such as health, money,","[English]   Anxiety is a feeling of fear and unease. It can make you feel restless, sweaty, and your heart might race. This is a normal response to stress, like when you're facing a tough problem at w"
2025-09-04T02:08:16.066240,What is anxiety?,retriever+LLM,medlineplus_anxiety.md,0.7657,"The cause of anxiety is unknown. Factors such as genetics, brain biology and chemistry, stress , and your environment may play a role. Who is at risk for anxiety disorders? The risk factors for the di","[English]   Anxiety is a feeling of fear and unease. It can make you feel restless, sweaty, and your heart might race. This is a normal response to stress, like when you're facing a tough problem at w"
2025-09-04T02:10:22.707027,Depression ki alamat kya hain?,retriever+LLM,medlineplus_depression.md,0.8228,Teens may act out or have excessive sleepiness. The symptoms for an older adult may not be as obvious as other age groups. Sex. Men often show symptoms and coping behaviors differently than women. Rat,"[English]   Depression can show up in different ways. You might feel sad or irritable for a long time, not just a few days. Sometimes, people feel tired all the time or lose interest in things they us"
2025-09-04T02:10:22.707027,Depression ki alamat kya hain?,retriever+LLM,who_depression.md,0.8106,"In high-income countries, only about one third of people with depression receive mental health treatment (3) . Barriers to effective care include a lack of investment in mental health care, lack of tr","[English]   Depression can show up in different ways. You might feel sad or irritable for a long time, not just a few days. Sometimes, people feel tired all the time or lose interest in things they us"
2025-09-04T02:10:22.707027,Depression ki alamat kya hain?,retriever+LLM,medlineplus_depression.md,0.8047,"What is depression? Depression is more than a feeling of being sad or irritable for a few days. It's a serious mood disorder . As one of the most common mental disorders in the United States, depressi","[English]   Depression can show up in different ways. You might feel sad or irritable for a long time, not just a few days. Sometimes, people feel tired all the time or lose interest in things they us"
2025-09-04T02:30:44.847115,What is anxiety?,retriever+LLM,medlineplus_anxiety.md,0.8187,"What is anxiety? Anxiety is a feeling of fear, dread, and uneasiness. It might cause you to sweat, feel restless and tense, and have a rapid heartbeat.   It can be a normal reaction to stress. For exa","[English]   Anxiety is a feeling of fear and uneasiness. It can make you sweat, feel restless, and even cause your heart to race. This reaction is often normal, especially when facing stress, like a t"
2025-09-04T02:30:44.847115,What is anxiety?,retriever+LLM,medlineplus_anxiety.md,0.7716,"What are the types of anxiety disorders? There are several types of anxiety disorders, including: Generalized anxiety disorder (GAD). People with GAD worry about ordinary issues such as health, money,","[English]   Anxiety is a feeling of fear and uneasiness. It can make you sweat, feel restless, and even cause your heart to race. This reaction is often normal, especially when facing stress, like a t"
2025-09-04T02:30:44.847115,What is anxiety?,retriever+LLM,medlineplus_anxiety.md,0.7658,"The cause of anxiety is unknown. Factors such as genetics, brain biology and chemistry, stress , and your environment may play a role. Who is at risk for anxiety disorders? The risk factors for the di","[English]   Anxiety is a feeling of fear and uneasiness. It can make you sweat, feel restless, and even cause your heart to race. This reaction is often normal, especially when facing stress, like a t"
2025-09-04T02:31:55.413574,Depression ki alamat kya hain?,retriever+LLM,medlineplus_depression.md,0.8227,Teens may act out or have excessive sleepiness. The symptoms for an older adult may not be as obvious as other age groups. Sex. Men often show symptoms and coping behaviors differently than women. Rat,[English]   Depression can show up in different ways for different people. Some might feel really sad or irritable for a long time. Others may feel tired all the time or lose interest in things they u
2025-09-04T02:31:55.413574,Depression ki alamat kya hain?,retriever+LLM,who_depression.md,0.8105,"In high-income countries, only about one third of people with depression receive mental health treatment (3) . Barriers to effective care include a lack of investment in mental health care, lack of tr",[English]   Depression can show up in different ways for different people. Some might feel really sad or irritable for a long time. Others may feel tired all the time or lose interest in things they u
2025-09-04T02:31:55.413574,Depression ki alamat kya hain?,retriever+LLM,medlineplus_depression.md,0.8046,"What is depression? Depression is more than a feeling of being sad or irritable for a few days. It's a serious mood disorder . As one of the most common mental disorders in the United States, depressi",[English]   Depression can show up in different ways for different people. Some might feel really sad or irritable for a long time. Others may feel tired all the time or lose interest in things they u
